date,event,format,gender,nat,name,run,start_time,int1,int2,int3,int4,finish,speed,air_temp,ice_temp,is_normal,status
2017-02-17,NC Women 2016/2017,COMPETITION,W,ROU,"Stramaturaru, Raluca",1,4.415,16.599,24.658,35.846,,47.868,112.05,,,True,OK
2017-02-17,NC Women 2016/2017,COMPETITION,W,KOR,"Sung, Eunryung",1,4.384,16.596,24.768,35.903,,47.968,110.9,,,True,OK
2017-02-17,NC Women 2016/2017,COMPETITION,W,POL,"Wojtusciszyn, Natalia",1,4.437,16.664,24.741,35.928,,47.998,109.96,,,True,OK
2017-02-17,NC Women 2016/2017,COMPETITION,W,UKR,"Shkhumova, Olena",1,4.432,16.699,24.826,35.956,,48.005,111.64,,,True,OK
2017-02-17,NC Women 2016/2017,COMPETITION,W,KOR,"Frisch, Aileen Christina",1,4.386,16.529,24.629,35.853,,48.006,108.4,,,True,OK
2017-02-17,NC Women 2016/2017,COMPETITION,W,CRO,"Obratov, Daria",1,4.433,16.642,24.735,35.944,,48.188,111.24,,,True,OK
2017-02-17,NC Women 2016/2017,COMPETITION,W,ARG,"Ravenna, Veronica Maria",1,4.453,16.691,24.822,35.921,,48.201,111.99,,,True,OK
2017-02-17,NC Women 2016/2017,COMPETITION,W,KOR,"Jung, Hyesun",1,4.411,16.739,24.949,36.125,,48.207,110.76,,,True,OK
2017-02-17,NC Women 2016/2017,COMPETITION,W,SVK,"Simonakova, Katarina",1,4.428,16.68,24.882,36.196,,48.564,108.46,,,True,OK
2017-02-17,NC Women 2016/2017,COMPETITION,W,CZE,"Noskova, Tereza",1,4.437,16.744,24.936,36.207,,48.575,109.64,,,True,OK
2017-02-17,NC Women 2016/2017,COMPETITION,W,KOR,"Choi, Eunju",1,4.396,16.626,24.759,36.226,,48.693,112.19,,,True,OK
2017-02-17,NC Women 2016/2017,COMPETITION,W,FRA,"Boch, Margot Catherine",1,4.389,16.636,24.785,36.293,,48.826,111.78,,,True,OK
2017-02-17,NC Women 2016/2017,COMPETITION,W,UKR,"Stetskiv, Olena",1,4.395,16.66,24.869,36.149,,48.871,109.11,,,True,OK
2017-02-17,NC Women 2016/2017,COMPETITION,W,GBR,"Scott, Danielle Louise",1,4.504,16.755,24.96,36.452,,49.086,109.64,,,True,OK
2017-02-17,NC Women 2016/2017,COMPETITION,W,CHN,"Hu, Huilan",1,4.584,16.904,25.103,36.604,,49.208,106.57,,,True,OK
2017-02-17,NC Women 2016/2017,COMPETITION,W,SUI,"Maag, Natalie",1,4.391,16.605,24.715,36.283,,49.38,103.2,,,True,OK
2017-02-17,NC Women 2016/2017,COMPETITION,W,AUT,"Prock, Hannah",1,4.436,16.832,25.004,36.77,,49.513,103.08,,,True,OK
2017-02-17,NC Women 2016/2017,COMPETITION,W,USA,"Germaine, Raychel Michele",1,4.417,16.622,24.71,36.529,,49.517,108.4,,,True,OK
2017-02-17,NC Women 2016/2017,COMPETITION,W,TPE,"Lin, Sin-Rong",1,4.538,17.051,25.401,36.889,,49.651,108.98,,,True,OK
2017-02-17,NC Women 2016/2017,COMPETITION,W,UKR,"Gula, Dariya",1,4.42,16.719,24.954,36.697,,49.657,105.58,,,True,OK
2017-02-17,NC Women 2016/2017,COMPETITION,W,ITA,"Robatscher, Sandra",1,4.415,16.584,24.658,36.445,,49.76,102.62,,,True,OK
2017-02-17,NC Women 2016/2017,COMPETITION,W,TPE,"Lin, Jr-Yun",1,4.623,17.133,25.467,36.996,,49.899,108.4,,,True,OK
2017-02-17,NC Women 2016/2017,COMPETITION,W,KAZ,"Smirnova, Anna",1,4.687,17.201,25.475,,,49.99,106.88,,,True,OK
2017-02-17,NC Women 2016/2017,COMPETITION,W,TUR,"Sefkatlioglu, Azize Berfin",1,4.493,16.922,25.189,36.854,,50.378,101.76,,,True,OK
2017-02-17,NC Women 2016/2017,COMPETITION,W,CRO,"Obratov, Dania",1,4.488,16.804,25.042,36.894,,50.4,101.6,,,True,OK
2017-02-17,NC Women 2016/2017,COMPETITION,W,CHN,"Wang, Peixuan",1,4.567,16.888,25.095,,,51.003,104.56,,,True,OK
2017-02-17,NC Women 2016/2017,COMPETITION,W,TUR,"Cetin, Buse",1,4.494,16.917,25.213,36.702,,51.582,107.83,,,True,OK
2017-02-17,NC Women 2016/2017,COMPETITION,W,KAZ,"Bogacheva, Anastassiya",1,4.488,16.913,25.152,,,55.924,106.51,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,GER,GEISENBERGER Natalie,1,4.334,16.337,24.259,34.95,,46.245,113.5,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,GER,GEISENBERGER Natalie,2,4.329,16.337,24.221,34.907,,46.209,114.8,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,GER,GEISENBERGER Natalie,3,4.318,16.302,24.197,34.935,,46.28,115.3,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,GER,GEISENBERGER Natalie,4,4.32,16.344,24.276,35.065,,46.498,112.1,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,GER,EITBERGER Dajana,1,4.361,16.393,24.287,35.02,,46.381,118.9,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,GER,EITBERGER Dajana,2,4.359,16.354,24.238,34.916,,46.193,119.9,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,GER,EITBERGER Dajana,3,4.365,16.421,24.326,35.133,,46.577,120.8,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,GER,EITBERGER Dajana,4,4.359,16.376,24.325,35.089,,46.448,117.9,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,CAN,GOUGH Alex,1,4.361,16.396,24.298,35.016,,46.317,111.4,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,CAN,GOUGH Alex,2,4.345,16.354,24.262,35.002,,46.328,110.1,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,CAN,GOUGH Alex,3,4.33,16.331,24.247,35.033,,46.425,111.2,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,CAN,GOUGH Alex,4,4.347,16.407,24.35,35.157,,46.574,111.0,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,GER,HUEFNER Tatjana,1,4.302,16.288,24.215,34.956,,46.322,113.7,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,GER,HUEFNER Tatjana,2,4.323,16.325,24.241,34.968,,46.339,114.3,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,GER,HUEFNER Tatjana,3,4.31,16.296,24.227,34.991,,46.392,113.0,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,GER,HUEFNER Tatjana,4,4.341,16.377,24.332,35.158,,46.66,111.9,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,CAN,McRAE Kimberley,1,4.34,16.388,24.325,35.041,,46.339,114.5,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,CAN,McRAE Kimberley,2,4.352,16.437,24.387,35.118,,46.449,114.8,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,CAN,McRAE Kimberley,3,4.35,16.415,24.366,35.117,,46.48,114.2,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,CAN,McRAE Kimberley,4,4.357,16.452,24.422,35.218,,46.61,112.1,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,USA,HAMLIN Erin,1,4.357,16.397,24.318,35.061,,46.357,113.9,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,USA,HAMLIN Erin,2,4.392,16.464,24.349,35.041,,46.333,113.3,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,USA,HAMLIN Erin,3,4.389,16.465,24.399,35.16,,46.506,111.5,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,USA,HAMLIN Erin,4,4.39,16.454,24.37,35.226,,46.716,107.3,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,ROU,STRAMATURARU Raluca,1,4.389,16.487,24.408,35.137,,46.469,113.0,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,ROU,STRAMATURARU Raluca,2,4.399,16.483,24.406,35.158,,46.532,112.4,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,ROU,STRAMATURARU Raluca,3,4.385,16.453,24.374,35.157,,46.606,112.3,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,ROU,STRAMATURARU Raluca,4,4.411,16.511,24.445,35.265,,46.681,119.6,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,KOR,FRISCH Aileen Christina,1,4.313,16.345,24.271,35.022,,46.35,112.4,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,KOR,FRISCH Aileen Christina,2,4.334,16.374,24.31,35.061,,46.456,112.5,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,KOR,FRISCH Aileen Christina,3,4.31,16.366,24.312,35.132,,46.751,111.7,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,KOR,FRISCH Aileen Christina,4,4.336,16.427,24.412,35.292,,46.843,112.4,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,AUT,EGLE Madeleine,1,4.385,16.465,24.415,35.249,,46.726,111.2,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,AUT,EGLE Madeleine,2,4.4,16.462,24.389,35.218,,46.646,115.3,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,AUT,EGLE Madeleine,3,4.373,16.435,24.372,35.152,,46.541,107.8,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,AUT,EGLE Madeleine,4,4.394,16.495,24.456,35.257,,46.696,109.4,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,ITA,VOETTER Andrea,1,4.387,16.469,24.438,35.219,,46.577,112.9,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,ITA,VOETTER Andrea,2,4.403,16.5,24.453,35.179,,46.483,112.9,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,ITA,VOETTER Andrea,3,4.392,16.576,24.601,35.439,,46.907,112.1,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,ITA,VOETTER Andrea,4,4.406,16.566,24.565,35.417,,46.892,111.3,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,SUI,KOCHER Martina,1,4.342,16.378,24.364,35.242,,46.837,115.3,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,SUI,KOCHER Martina,2,4.368,16.39,24.306,35.122,,46.657,113.8,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,SUI,KOCHER Martina,3,4.366,16.416,24.365,35.179,,46.638,114.0,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,SUI,KOCHER Martina,4,4.363,16.401,24.367,35.23,,46.761,115.7,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,LAT,ZIRNE Ulla,1,4.414,16.539,24.457,35.175,,46.471,109.9,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,LAT,ZIRNE Ulla,2,4.413,16.491,24.412,35.111,,46.409,112.7,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,LAT,ZIRNE Ulla,3,4.431,16.542,24.499,35.498,,47.327,115.5,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,LAT,ZIRNE Ulla,4,4.422,16.553,24.526,35.369,,46.895,111.7,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,CAN,APSHKRUM Brooke,1,4.441,16.626,24.62,35.416,,46.834,109.0,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,CAN,APSHKRUM Brooke,2,4.43,16.576,24.55,35.363,,46.839,113.5,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,CAN,APSHKRUM Brooke,3,4.434,16.581,24.545,35.377,,46.905,112.3,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,CAN,APSHKRUM Brooke,4,4.433,16.594,24.6,35.476,,46.983,111.8,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,ITA,ROBATSCHER Sandra,1,4.392,16.495,24.454,35.238,,46.62,112.8,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,ITA,ROBATSCHER Sandra,2,4.388,16.481,24.398,35.436,,47.116,115.0,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,ITA,ROBATSCHER Sandra,3,4.377,16.488,24.591,35.523,,47.083,110.7,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,ITA,ROBATSCHER Sandra,4,4.379,16.471,24.458,35.272,,46.746,113.0,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,OAR,BATURINA Ekaterina,1,4.387,16.531,24.591,35.524,,47.122,111.7,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,OAR,BATURINA Ekaterina,2,4.355,16.443,24.421,35.227,,46.7,108.2,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,OAR,BATURINA Ekaterina,3,4.365,16.451,24.421,35.211,,46.675,111.5,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,OAR,BATURINA Ekaterina,4,4.369,16.49,24.495,35.35,,47.122,106.9,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,LAT,CAUCE Eliza,1,4.383,16.437,24.378,35.538,,47.458,112.0,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,LAT,CAUCE Eliza,2,4.379,16.459,24.387,35.127,,46.477,113.8,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,LAT,CAUCE Eliza,3,4.364,16.451,24.395,35.196,,46.624,113.4,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,LAT,CAUCE Eliza,4,4.37,16.469,24.433,35.41,,47.092,116.9,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,AUT,PROCK Hannah,1,4.429,16.557,24.508,35.241,,46.622,114.9,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,AUT,PROCK Hannah,2,4.428,16.532,24.478,35.2,,46.585,115.8,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,AUT,PROCK Hannah,3,4.405,16.523,24.475,35.777,,47.743,111.7,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,AUT,PROCK Hannah,4,4.426,16.57,24.541,35.327,,46.854,114.3,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,KOR,SUNG Eunryung,1,4.38,16.5,24.501,35.354,,46.918,112.6,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,KOR,SUNG Eunryung,2,4.394,16.501,24.504,35.323,,46.851,112.6,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,KOR,SUNG Eunryung,3,4.391,16.51,24.517,35.463,,47.205,110.7,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,KOR,SUNG Eunryung,4,4.402,16.538,24.579,35.546,,47.276,111.3,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,USA,BRITCHER Summer,1,4.328,16.365,24.3,35.238,,46.829,118.0,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,USA,BRITCHER Summer,2,4.316,16.296,24.186,34.866,,46.132,117.4,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,USA,BRITCHER Summer,3,4.331,16.358,24.289,35.15,,46.603,108.5,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,USA,BRITCHER Summer,4,4.469,17.353,25.751,36.977,,48.77,106.5,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,POL,KULS-KUSYK Ewa,1,4.375,16.495,24.508,35.402,,47.037,110.9,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,POL,KULS-KUSYK Ewa,2,4.353,16.455,24.46,35.332,,46.933,111.8,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,POL,KULS-KUSYK Ewa,3,4.395,16.517,24.54,35.506,,47.212,110.4,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,UKR,SHKHUMOVA Olena,1,4.457,16.627,24.628,35.466,,46.95,109.3,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,UKR,SHKHUMOVA Olena,2,4.468,16.641,24.617,35.426,,46.844,109.1,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,UKR,SHKHUMOVA Olena,3,4.473,16.707,24.729,35.843,,47.751,112.0,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,LAT,APARJODE Kendija,1,4.415,16.503,24.471,35.361,,48.103,111.8,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,LAT,APARJODE Kendija,2,4.421,16.52,24.449,35.302,,46.927,108.8,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,LAT,APARJODE Kendija,3,4.416,16.54,24.481,35.522,,47.296,114.5,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,SVK,SIMONAKOVA Katarina,1,4.443,16.645,24.703,35.657,,47.428,110.3,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,SVK,SIMONAKOVA Katarina,2,4.45,16.626,24.706,35.752,,47.606,111.4,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,SVK,SIMONAKOVA Katarina,3,4.435,16.634,24.674,35.7,,47.538,111.0,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,ARG,RAVENNA Veronica Maria,1,4.439,16.608,24.6,35.539,,47.175,109.0,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,ARG,RAVENNA Veronica Maria,2,4.459,16.672,24.664,35.829,,47.788,108.7,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,ARG,RAVENNA Veronica Maria,3,4.444,16.653,24.664,35.836,,47.739,109.1,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,POL,WOJTUSCISZYN Natalia,1,4.421,16.492,24.458,36.201,,49.133,111.5,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,POL,WOJTUSCISZYN Natalia,2,4.423,16.542,24.5,35.294,,46.736,112.5,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,POL,WOJTUSCISZYN Natalia,3,4.412,16.607,24.643,35.534,,47.29,112.0,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,CZE,NOSKOVA Tereza,1,4.443,16.782,24.914,35.98,,47.813,108.5,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,CZE,NOSKOVA Tereza,2,4.459,16.677,24.737,35.967,,48.132,110.1,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,CZE,NOSKOVA Tereza,3,4.443,16.606,24.632,35.881,,47.921,112.8,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,CRO,OBRATOV Daria,1,4.454,16.758,24.888,36.253,,48.615,112.4,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,CRO,OBRATOV Daria,2,4.462,16.728,24.889,36.104,,48.252,109.9,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,CRO,OBRATOV Daria,3,4.473,16.96,25.205,36.476,,48.686,107.3,,,True,OK
