id,date,session,gender,format,nat,start_no,name,run,status,start_time,int1,int2,int3,int4,finish,speed,athlete_id,air_temp,humidity_pct,pressure_hpa,wind_speed_ms,dewpoint_c,ice_temp_est,temp_avg,seg1,seg2,seg3,seg4,seg5,is_normal,display_code
854,2025-12-12,,Mixed,TRAINING,AUS,3,TIMMINGS Nicholas,1,DNS,,,,,,,,ATH-E141DBED,-3.2,84.2,938.3,2.2,-5.5,-7.2,,,,,,,False,SK005
855,2025-12-12,,Mixed,TRAINING,AUS,3,TIMMINGS Nicholas,2,DNS,,,,,,,,ATH-E141DBED,-3.2,84.2,938.3,2.2,-5.5,-7.2,,,,,,,False,SK005
858,2025-12-12,,Mixed,TRAINING,TPE,5,PENG Lin-Wei,1,OK,5.05,14.82,24.01,34.69,46.22,53.78,116.3,ATH-0A5C0017,-2,82.2,945.2,1.7,-4.6,-6.8,-6.8,9.77,9.19,10.68,11.53,7.56,True,SK018
859,2025-12-12,,Mixed,TRAINING,TPE,5,PENG Lin-Wei,2,OK,5.13,14.92,24.08,34.76,47.03,55.23,110.53,ATH-0A5C0017,-3.2,84.2,938.3,2.2,-5.5,-7.2,,9.79,9.16,10.68,12.27,8.2,True,SK018
860,2025-12-12,,Mixed,TRAINING,KOR,6,YEO Chanhyuk,1,OK,4.79,14.35,23.3,33.66,44.73,51.76,123.36,ATH-81CCC6D3,-3.2,84.2,938.3,2.2,-5.5,-7.2,,9.56,8.95,10.36,11.07,7.03,True,SK002
861,2025-12-12,,Mixed,TRAINING,KOR,6,YEO Chanhyuk,2,OK,4.89,14.51,23.49,33.94,44.99,52.03,122.78,ATH-81CCC6D3,-3.2,84.2,938.3,2.2,-5.5,-7.2,,9.62,8.98,10.45,11.05,7.04,True,SK002
872,2025-12-12,,Mixed,TRAINING,KOR,12,SHIN Yeonsu,1,OK,5.09,14.85,23.9,34.4,45.72,53.03,119.68,ATH-91E60E21,-2,82.2,945.2,1.7,-4.6,-6.8,-6.8,9.76,9.05,10.5,11.32,7.31,True,SK006
873,2025-12-12,,Mixed,TRAINING,KOR,12,SHIN Yeonsu,2,OK,5.1,14.88,23.95,34.49,45.64,52.76,121.73,ATH-91E60E21,-3.2,84.2,938.3,2.2,-5.5,-7.2,,9.78,9.07,10.54,11.15,7.12,True,SK006
874,2025-12-12,,Mixed,TRAINING,LUX,13,BAUER Jeff,1,OK,5.37,15.28,24.41,35.11,46.78,54.46,117.33,ATH-0038E3B0,-2,82.2,945.2,1.7,-4.6,-6.8,-6.8,9.91,9.13,10.7,11.67,7.68,True,SK025
875,2025-12-12,,Mixed,TRAINING,LUX,13,BAUER Jeff,2,OK,5.43,15.46,24.78,35.59,47.18,54.71,118.31,ATH-0038E3B0,-2,82.2,945.2,1.7,-4.6,-6.8,-6.8,10.03,9.32,10.81,11.59,7.53,True,SK025
876,2025-12-12,,Mixed,TRAINING,BEL,14,FREELING Colin,1,OK,5.18,15.03,24.23,35.17,47.21,55.27,112.96,ATH-F8836987,-2,82.2,945.2,1.7,-4.6,-6.8,-6.8,9.85,9.2,10.94,12.04,8.06,True,SK015
877,2025-12-12,,Mixed,TRAINING,BEL,14,FREELING Colin,2,OK,5.21,15.03,24.17,34.96,46.61,54.22,116.52,ATH-F8836987,-2,82.2,945.2,1.7,-4.6,-6.8,-6.8,9.82,9.14,10.79,11.65,7.61,True,SK015
880,2025-12-12,,Mixed,TRAINING,TPE,16,LEE Kevin Heng,1,OK,5.1,15.0,24.28,35.2,46.95,54.89,114.36,ATH-5145BD3C,-2,82.2,945.2,1.7,-4.6,-6.8,-6.8,9.9,9.28,10.92,11.75,7.94,True,SK021
881,2025-12-12,,Mixed,TRAINING,TPE,16,LEE Kevin Heng,2,OK,5.07,14.95,24.18,35.06,46.66,54.3,114.36,ATH-5145BD3C,-2,82.2,945.2,1.7,-4.6,-6.8,-6.8,9.88,9.23,10.88,11.6,7.64,True,SK021
882,2025-12-12,,Mixed,TRAINING,ESP,17,RODRIGUEZ Adrian,1,DNS,,,,,,,,,-3.2,84.2,938.3,2.2,-5.5,-7.2,,,,,,,False,
883,2025-12-12,,Mixed,TRAINING,ESP,17,RODRIGUEZ Adrian,2,DNS,,,,,,,,,-3.2,84.2,938.3,2.2,-5.5,-7.2,,,,,,,False,
886,2025-12-12,,Mixed,TRAINING,JPN,19,KAWANO Hayato,1,OK,4.98,14.71,23.86,34.62,46.27,53.84,116.81,ATH-DE295AEB,-2,82.2,945.2,1.7,-4.6,-6.8,-6.8,9.73,9.15,10.76,11.65,7.57,True,SK012
887,2025-12-12,,Mixed,TRAINING,JPN,19,KAWANO Hayato,2,OK,4.99,14.73,23.9,34.77,46.32,53.79,114.22,ATH-DE295AEB,-2,82.2,945.2,1.7,-4.6,-6.8,-6.8,9.74,9.17,10.87,11.55,7.47,True,SK012
888,2025-12-12,,Mixed,TRAINING,GHA,20,FRIMPONG Akwasi,1,OK,5.15,14.97,24.12,34.9,46.92,54.92,112.55,ATH-60AB5B2A,-2,82.2,945.2,1.7,-4.6,-6.8,-6.8,9.82,9.15,10.78,12.02,8,True,SK017
889,2025-12-12,,Mixed,TRAINING,GHA,20,FRIMPONG Akwasi,2,OK,5.08,14.88,24.03,34.72,46.28,53.78,117.03,ATH-60AB5B2A,-2,82.2,945.2,1.7,-4.6,-6.8,-6.8,9.8,9.15,10.69,11.56,7.5,True,SK017
890,2025-12-12,,Mixed,TRAINING,KOR,21,KWACK Eunwoo,1,OK,5.02,14.75,23.8,34.31,45.6,52.94,121.02,ATH-F6E5D0C9,-2,82.2,945.2,1.7,-4.6,-6.8,-6.8,9.73,9.05,10.51,11.29,7.34,True,SK013
891,2025-12-12,,Mixed,TRAINING,KOR,21,KWACK Eunwoo,2,OK,5.01,14.74,23.79,34.33,45.87,53.47,117.11,ATH-F6E5D0C9,-2,82.2,945.2,1.7,-4.6,-6.8,-6.8,9.73,9.05,10.54,11.54,7.6,True,SK013
894,2025-12-12,,Mixed,TRAINING,CAN,23,DONSBERGER Kyle,1,OK,5.09,14.89,24.12,35.18,47.27,55.21,114.71,ATH-AC042631,-2,82.2,945.2,1.7,-4.6,-6.8,-6.8,9.8,9.23,11.06,12.09,7.94,True,SK024
895,2025-12-12,,Mixed,TRAINING,CAN,23,DONSBERGER Kyle,2,OK,5.13,14.97,24.25,35.23,47.03,54.73,116.67,ATH-AC042631,-2,82.2,945.2,1.7,-4.6,-6.8,-6.8,9.84,9.28,10.98,11.8,7.7,True,SK024
900,2025-12-12,,Mixed,TRAINING,JPN,26,NAGAO Taido,1,OK,5.2,15.07,24.23,34.82,46.17,53.53,118.53,ATH-80A2ED01,-2,82.2,945.2,1.7,-4.6,-6.8,-6.8,9.87,9.16,10.59,11.35,7.36,True,SK007
901,2025-12-12,,Mixed,TRAINING,JPN,26,NAGAO Taido,2,DNS,,,,,,,,ATH-80A2ED01,-3.2,84.2,938.3,2.2,-5.5,-7.2,,,,,,,False,SK007
914,2025-12-12,,Mixed,TRAINING,JPN,33,TAKAHASHI Hiroatsu,1,OK,5.11,14.89,24.09,34.94,46.68,54.33,115.93,ATH-830BBF37,-2,82.2,945.2,1.7,-4.6,-6.8,-6.8,9.78,9.2,10.85,11.74,7.65,True,SK010
915,2025-12-12,,Mixed,TRAINING,JPN,33,TAKAHASHI Hiroatsu,2,DNS,,,,,,,,ATH-830BBF37,-3.2,84.2,938.3,2.2,-5.5,-7.2,,,,,,,False,SK010
916,2025-12-12,,Mixed,TRAINING,KOR,34,SONG Youngmin,1,DNF,,,,,,,,ATH-15459358,-3.2,84.2,938.3,2.2,-5.5,-7.2,,,,,,,False,SK011
917,2025-12-12,,Mixed,TRAINING,KOR,34,SONG Youngmin,2,DNS,,,,,,,,ATH-15459358,-3.2,84.2,938.3,2.2,-5.5,-7.2,,,,,,,False,SK011
918,2025-12-12,,Mixed,TRAINING,KOR,35,JUNG Janghwan,1,OK,4.98,14.75,23.97,34.79,46.44,54.16,116.3,ATH-54955BB9,-2,82.2,945.2,1.7,-4.6,-6.8,-6.8,9.77,9.22,10.82,11.65,7.72,True,SK026
919,2025-12-12,,Mixed,TRAINING,KOR,35,JUNG Janghwan,2,DNS,,,,,,,,ATH-54955BB9,-3.2,84.2,938.3,2.2,-5.5,-7.2,,,,,,,False,SK026
922,2025-12-17,,Mixed,TRAINING,KOR,2,YEO Chanhyuk,1,OK,5.06,14.74,23.65,33.97,44.82,51.66,125.96,ATH-81CCC6D3,1.7,73.1,929,3.3,-2.6,-2.3,,9.68,8.91,10.32,10.85,6.84,True,SK002
923,2025-12-17,,Mixed,TRAINING,KOR,2,YEO Chanhyuk,2,DNS,,,,,,,,ATH-81CCC6D3,1.7,73.1,929,3.3,-2.6,-2.3,,,,,,,False,SK002
924,2025-12-17,,Mixed,TRAINING,AUS,3,TIMMINGS Nicholas,1,DNS,,,,,,,,ATH-E141DBED,1.7,73.1,929,3.3,-2.6,-2.3,,,,,,,False,SK005
925,2025-12-17,,Mixed,TRAINING,AUS,3,TIMMINGS Nicholas,2,DNS,,,,,,,,ATH-E141DBED,1.7,73.1,929,3.3,-2.6,-2.3,,,,,,,False,SK005
926,2025-12-17,,Mixed,TRAINING,KOR,4,SHIN Yeonsu,1,OK,5.09,14.83,23.83,34.23,45.19,52.18,124.43,ATH-91E60E21,1.7,73.1,929,3.3,-2.6,-2.3,,9.74,9,10.4,10.96,6.99,True,SK006
927,2025-12-17,,Mixed,TRAINING,KOR,4,SHIN Yeonsu,2,DNS,,,,,,,,ATH-91E60E21,1.7,73.1,929,3.3,-2.6,-2.3,,,,,,,False,SK006
934,2025-12-17,,Mixed,TRAINING,JPN,8,TAKAHASHI Hiroatsu,1,OK,5.16,14.93,24.01,34.72,46.24,53.77,118.84,ATH-830BBF37,3.1,61.9,935.6,1.4,-3.5,-6.79,-6.79,9.77,9.08,10.71,11.52,7.53,True,SK010
935,2025-12-17,,Mixed,TRAINING,JPN,8,TAKAHASHI Hiroatsu,2,OK,5.17,14.92,23.95,34.49,45.79,53.13,120.62,ATH-830BBF37,3.1,61.9,935.6,1.4,-3.5,-6.79,-6.79,9.75,9.03,10.54,11.3,7.34,True,SK010
936,2025-12-17,,Mixed,TRAINING,TPE,9,PENG Lin-Wei,1,OK,5.16,14.92,23.97,34.49,45.98,53.3,121.09,ATH-0A5C0017,3.1,61.9,935.6,1.4,-3.5,-6.79,-6.79,9.76,9.05,10.52,11.49,7.32,True,SK018
937,2025-12-17,,Mixed,TRAINING,TPE,9,PENG Lin-Wei,2,OK,5.07,14.82,23.96,34.63,46.23,53.73,118.69,ATH-0A5C0017,3.1,61.9,935.6,1.4,-3.5,-6.79,-6.79,9.75,9.14,10.67,11.6,7.5,True,SK018
938,2025-12-17,,Mixed,TRAINING,JPN,10,NAGAO Taido,1,OK,5.02,14.74,23.82,34.41,45.75,53.06,120.39,ATH-80A2ED01,3.1,61.9,935.6,1.4,-3.5,-6.79,-6.79,9.72,9.08,10.59,11.34,7.31,True,SK007
939,2025-12-17,,Mixed,TRAINING,JPN,10,NAGAO Taido,2,OK,5.12,14.88,23.96,34.49,45.87,53.18,119.53,ATH-80A2ED01,3.1,61.9,935.6,1.4,-3.5,-6.79,-6.79,9.76,9.08,10.53,11.38,7.31,True,SK007
940,2025-12-17,,Mixed,TRAINING,GBR,11,BOSTOCK Laurence,1,OK,5.09,14.81,23.8,34.27,45.85,53.35,115.86,ATH-1A4821B0,3.1,61.9,935.6,1.4,-3.5,-6.79,-6.79,9.72,8.99,10.47,11.58,7.5,True,SK004
941,2025-12-17,,Mixed,TRAINING,GBR,11,BOSTOCK Laurence,2,OK,5.06,14.75,23.77,34.24,45.5,52.77,119.45,ATH-1A4821B0,3.1,61.9,935.6,1.4,-3.5,-6.79,-6.79,9.69,9.02,10.47,11.26,7.27,True,SK004
946,2025-12-17,,Mixed,TRAINING,KOR,14,KWACK Eunwoo,1,OK,5.0,14.7,23.7,34.17,45.5,52.83,120.54,ATH-F6E5D0C9,3.1,61.9,935.6,1.4,-3.5,-6.79,-6.79,9.7,9,10.47,11.33,7.33,True,SK013
947,2025-12-17,,Mixed,TRAINING,KOR,14,KWACK Eunwoo,2,OK,4.99,14.69,23.68,34.13,45.32,52.52,121.57,ATH-F6E5D0C9,3.1,61.9,935.6,1.4,-3.5,-6.79,-6.79,9.7,8.99,10.45,11.19,7.2,True,SK013
948,2025-12-17,,Mixed,TRAINING,ESP,15,RODRIGUEZ Adrian,1,DNS,,,,,,,,,1.7,73.1,929,3.3,-2.6,-2.3,,,,,,,False,
949,2025-12-17,,Mixed,TRAINING,ESP,15,RODRIGUEZ Adrian,2,DNS,,,,,,,,,1.7,73.1,929,3.3,-2.6,-2.3,,,,,,,False,
958,2025-12-17,,Mixed,TRAINING,JPN,20,KAWANO Hayato,1,OK,5.06,14.82,23.97,34.8,46.38,53.87,118.92,ATH-DE295AEB,3.1,61.9,935.6,1.4,-3.5,-6.79,-6.79,9.76,9.15,10.83,11.58,7.49,True,SK012
959,2025-12-17,,Mixed,TRAINING,JPN,20,KAWANO Hayato,2,OK,5.02,14.73,23.8,34.5,46.18,53.78,113.17,ATH-DE295AEB,1.7,73.1,929,3.3,-2.6,-2.3,,9.71,9.07,10.7,11.68,7.6,True,SK012
962,2025-12-17,,Mixed,TRAINING,KOR,22,SONG Youngmin,1,OK,4.98,14.79,23.97,34.66,46.17,53.59,116.89,ATH-15459358,3.1,61.9,935.6,1.4,-3.5,-6.79,-6.79,9.81,9.18,10.69,11.51,7.42,True,SK011
963,2025-12-17,,Mixed,TRAINING,KOR,22,SONG Youngmin,2,OK,4.97,14.7,23.75,34.26,45.57,52.91,116.37,ATH-15459358,3.1,61.9,935.6,1.4,-3.5,-6.79,-6.79,9.73,9.05,10.51,11.31,7.34,True,SK011
964,2025-12-17,,Mixed,TRAINING,TPE,23,LEE Kevin Heng,1,OK,5.13,15.0,24.21,34.91,46.79,54.51,111.94,ATH-5145BD3C,3.1,61.9,935.6,1.4,-3.5,-6.79,-6.79,9.87,9.21,10.7,11.88,7.72,True,SK021
965,2025-12-17,,Mixed,TRAINING,TPE,23,LEE Kevin Heng,2,OK,5.06,14.8,24.05,35.2,47.24,55.05,114.78,ATH-5145BD3C,3.1,61.9,935.6,1.4,-3.5,-6.79,-6.79,9.74,9.25,11.15,12.04,7.81,True,SK021
968,2025-12-17,,Mixed,TRAINING,GHA,25,FRIMPONG Akwasi,1,DNS,,,,,,,,ATH-60AB5B2A,1.7,73.1,929,3.3,-2.6,-2.3,,,,,,,False,SK017
969,2025-12-17,,Mixed,TRAINING,GHA,25,FRIMPONG Akwasi,2,DNS,,,,,,,,ATH-60AB5B2A,1.7,73.1,929,3.3,-2.6,-2.3,,,,,,,False,SK017
970,2025-12-17,,Mixed,TRAINING,CAN,26,DONSBERGER Kyle,1,OK,5.14,14.93,24.0,34.69,46.05,53.39,126.22,ATH-AC042631,3.1,61.9,935.6,1.4,-3.5,-6.79,-6.79,9.79,9.07,10.69,11.36,7.34,True,SK024
971,2025-12-17,,Mixed,TRAINING,CAN,26,DONSBERGER Kyle,2,DNS,,,,,,,,ATH-AC042631,1.7,73.1,929,3.3,-2.6,-2.3,,,,,,,False,SK024
972,2025-12-17,,Mixed,TRAINING,LUX,27,BAUER Jeff,1,OK,5.46,15.41,24.57,35.26,46.61,53.87,121.81,ATH-0038E3B0,3.1,61.9,935.6,1.4,-3.5,-6.79,-6.79,9.95,9.16,10.69,11.35,7.26,True,SK025
973,2025-12-17,,Mixed,TRAINING,LUX,27,BAUER Jeff,2,DNS,,,,,,,,ATH-0038E3B0,1.7,73.1,929,3.3,-2.6,-2.3,,,,,,,False,SK025
974,2025-12-17,,Mixed,TRAINING,BEL,28,FREELING Colin,1,OK,5.21,15.07,24.29,35.05,46.61,54.19,116.08,ATH-F8836987,3.1,61.9,935.6,1.4,-3.5,-6.79,-6.79,9.86,9.22,10.76,11.56,7.58,True,SK015
975,2025-12-17,,Mixed,TRAINING,BEL,28,FREELING Colin,2,OK,5.24,15.05,24.17,34.76,46.05,53.43,115.21,ATH-F8836987,3.1,61.9,935.6,1.4,-3.5,-6.79,-6.79,9.81,9.12,10.59,11.29,7.38,True,SK015
982,2025-12-17,,Mixed,TRAINING,KOR,33,AN Jaewoong,1,OK,5.1,15.05,24.19,34.81,46.42,53.95,117.48,ATH-E68E8959,3.1,61.9,935.6,1.4,-3.5,-6.79,-6.79,9.95,9.14,10.62,11.61,7.53,True,SK020
983,2025-12-17,,Mixed,TRAINING,KOR,33,AN Jaewoong,2,OK,5.13,14.92,24.18,35.0,46.97,54.81,113.94,ATH-E68E8959,3.1,61.9,935.6,1.4,-3.5,-6.79,-6.79,9.79,9.26,10.82,11.97,7.84,True,SK020
984,2025-12-12,,Mixed,TRAINING,USA,1,UHLAENDER Katie,1,DNS,,,,,,,,ATH-5BF779CF,-3.2,84.2,938.3,2.2,-5.5,-7.2,,,,,,,False,SK014
985,2025-12-12,,Mixed,TRAINING,USA,1,UHLAENDER Katie,2,DNS,,,,,,,,ATH-5BF779CF,-3.2,84.2,938.3,2.2,-5.5,-7.2,,,,,,,False,SK014
990,2025-12-12,,Mixed,TRAINING,PUR,4,DELKA Kellie,1,OK,5.37,15.28,24.41,35.13,46.72,54.28,117.33,ATH-DAD23CF0,-2,82.2,945.2,1.7,-4.6,-6.8,-6.8,9.91,9.13,10.72,11.59,7.56,True,SK022
991,2025-12-12,,Mixed,TRAINING,PUR,4,DELKA Kellie,2,OK,5.45,15.44,24.73,35.52,47.24,54.98,112.82,ATH-DAD23CF0,-2,82.2,945.2,1.7,-4.6,-6.8,-6.8,9.99,9.29,10.79,11.72,7.74,True,SK022
994,2025-12-12,,Mixed,TRAINING,CHN,6,ZHU Yangqi,1,OK,5.25,15.14,24.28,34.94,46.59,54.3,116.67,ATH-51778208,-2,82.2,945.2,1.7,-4.6,-6.8,-6.8,9.89,9.14,10.66,11.65,7.71,True,SK019
995,2025-12-12,,Mixed,TRAINING,CHN,6,ZHU Yangqi,2,OK,5.31,15.22,24.47,35.55,48.12,56.52,108.14,ATH-51778208,-3.2,84.2,938.3,2.2,-5.5,-7.2,,9.91,9.25,11.08,12.57,8.4,True,SK019
996,2025-12-12,,Mixed,TRAINING,COL,7,VARGAS Laura,1,OK,5.85,16.1,25.59,36.58,48.04,55.53,119.53,ATH-0926CF11,-2,82.2,945.2,1.7,-4.6,-6.8,-6.8,10.25,9.49,10.99,11.46,7.49,True,SK031
997,2025-12-12,,Mixed,TRAINING,COL,7,VARGAS Laura,2,OK,5.76,16.58,26.24,37.52,49.48,57.23,114.71,ATH-0926CF11,-2,82.2,945.2,1.7,-4.6,-6.8,-6.8,10.82,9.66,11.28,11.96,7.75,True,SK031
1002,2025-12-12,,Mixed,TRAINING,KOR,10,HONG Sujung,1,OK,5.4,15.33,24.42,34.9,46.07,53.22,122.38,ATH-CCB3D4AE,-2,82.2,945.2,1.7,-4.6,-6.8,-6.8,9.93,9.09,10.48,11.17,7.15,True,SK016
1003,2025-12-12,,Mixed,TRAINING,KOR,10,HONG Sujung,2,DNS,,,,,,,,ATH-CCB3D4AE,-3.2,84.2,938.3,2.2,-5.5,-7.2,,,,,,,False,SK016
1004,2025-12-12,,Mixed,TRAINING,FIN,11,RUSSWURM Hannah,1,OK,5.73,15.89,25.49,36.88,49.12,57.39,110.8,ATH-64E845EE,-2,82.2,945.2,1.7,-4.6,-6.8,-6.8,10.16,9.6,11.39,12.24,8.27,True,SK034
1005,2025-12-12,,Mixed,TRAINING,FIN,11,RUSSWURM Hannah,2,OK,5.78,15.96,25.52,36.91,49.29,57.62,110.27,ATH-64E845EE,-2,82.2,945.2,1.7,-4.6,-6.8,-6.8,10.18,9.56,11.39,12.38,8.33,True,SK034
1006,2025-12-12,,Mixed,TRAINING,POL,12,JAKOBCZYK Marta,1,OK,5.42,15.4,24.67,35.5,46.98,54.42,118.38,ATH-5FC3062E,-2,82.2,945.2,1.7,-4.6,-6.8,-6.8,9.98,9.27,10.83,11.48,7.44,True,SK023
1007,2025-12-12,,Mixed,TRAINING,POL,12,JAKOBCZYK Marta,2,OK,5.48,15.46,24.65,35.47,47.01,54.47,118.16,ATH-5FC3062E,-2,82.2,945.2,1.7,-4.6,-6.8,-6.8,9.98,9.19,10.82,11.54,7.46,True,SK023
1010,2025-12-12,,Mixed,TRAINING,ESP,14,TORRES QUEVEDO Ana,1,DNS,,,,,,,,,-3.2,84.2,938.3,2.2,-5.5,-7.2,,,,,,,False,
1011,2025-12-12,,Mixed,TRAINING,ESP,14,TORRES QUEVEDO Ana,2,DNS,,,,,,,,,-3.2,84.2,938.3,2.2,-5.5,-7.2,,,,,,,False,
1012,2025-12-12,,Mixed,TRAINING,KOR,15,KIM Minji,1,OK,5.7,15.79,24.99,35.62,47.07,54.45,119.3,ATH-075364AA,-2,82.2,945.2,1.7,-4.6,-6.8,-6.8,10.09,9.2,10.63,11.45,7.38,True,SK028
1013,2025-12-12,,Mixed,TRAINING,KOR,15,KIM Minji,2,DNS,,,,,,,,ATH-075364AA,-3.2,84.2,938.3,2.2,-5.5,-7.2,,,,,,,False,SK028
1014,2025-12-12,,Mixed,TRAINING,KOR,16,CHUNG Yeeun,1,OK,5.72,15.81,25.12,35.92,47.6,55.27,117.26,ATH-8A0E894D,-2,82.2,945.2,1.7,-4.6,-6.8,-6.8,10.09,9.31,10.8,11.68,7.67,True,SK030
1015,2025-12-12,,Mixed,TRAINING,KOR,16,CHUNG Yeeun,2,OK,5.77,15.96,25.69,37.87,50.66,58.99,108.84,ATH-8A0E894D,-3.2,84.2,938.3,2.2,-5.5,-7.2,,10.19,9.73,12.18,12.79,8.33,False,SK030
1016,2025-12-12,,Mixed,TRAINING,MLT,17,GALEA Shannon,1,OK,5.63,15.65,24.88,35.77,47.43,55.08,116.01,ATH-4C32621F,-2,82.2,945.2,1.7,-4.6,-6.8,-6.8,10.02,9.23,10.89,11.66,7.65,True,SK033
1017,2025-12-12,,Mixed,TRAINING,MLT,17,GALEA Shannon,2,DNS,,,,,,,,ATH-4C32621F,-3.2,84.2,938.3,2.2,-5.5,-7.2,,,,,,,False,SK033
1022,2025-12-12,,Mixed,TRAINING,KOR,20,KIM Yerim,1,OK,5.56,15.66,24.96,35.75,47.31,54.78,118.08,ATH-16B2F494,-2,82.2,945.2,1.7,-4.6,-6.8,-6.8,10.1,9.3,10.79,11.56,7.47,True,SK027
1023,2025-12-12,,Mixed,TRAINING,KOR,20,KIM Yerim,2,OK,5.62,15.67,24.86,35.6,47.28,54.92,117.56,ATH-16B2F494,-2,82.2,945.2,1.7,-4.6,-6.8,-6.8,10.05,9.19,10.74,11.68,7.64,True,SK027
1026,2025-12-12,,Mixed,TRAINING,KOR,23,PARK Yewoon,1,DNS,,,,,,,,,-3.2,84.2,938.3,2.2,-5.5,-7.2,,,,,,,False,
1027,2025-12-12,,Mixed,TRAINING,KOR,23,PARK Yewoon,2,DNS,,,,,,,,,-3.2,84.2,938.3,2.2,-5.5,-7.2,,,,,,,False,
1034,2025-12-17,,Mixed,TRAINING,USA,3,UHLAENDER Katie,1,DNS,,,,,,,,ATH-5BF779CF,1.7,73.1,929,3.3,-2.6,-2.3,,,,,,,False,SK014
1035,2025-12-17,,Mixed,TRAINING,USA,3,UHLAENDER Katie,2,DNS,,,,,,,,ATH-5BF779CF,1.7,73.1,929,3.3,-2.6,-2.3,,,,,,,False,SK014
1036,2025-12-17,,Mixed,TRAINING,KOR,4,HONG Sujung,1,OK,5.33,15.29,24.46,35.09,46.56,54.14,114.86,ATH-CCB3D4AE,3.1,61.9,935.6,1.4,-3.5,-6.79,-6.79,9.96,9.17,10.63,11.47,7.58,True,SK016
1037,2025-12-17,,Mixed,TRAINING,KOR,4,HONG Sujung,2,OK,5.3,15.22,24.35,34.89,46.37,53.69,119.22,ATH-CCB3D4AE,3.1,61.9,935.6,1.4,-3.5,-6.79,-6.79,9.92,9.13,10.54,11.48,7.32,True,SK016
1038,2025-12-17,,Mixed,TRAINING,KOR,5,KIM Yerim,1,OK,5.64,15.77,24.91,35.4,46.46,53.56,119.22,ATH-16B2F494,3.1,61.9,935.6,1.4,-3.5,-6.79,-6.79,10.13,9.14,10.49,11.06,7.1,True,SK027
1039,2025-12-17,,Mixed,TRAINING,KOR,5,KIM Yerim,2,OK,5.58,15.56,24.63,35.13,46.27,53.55,120.94,ATH-16B2F494,3.1,61.9,935.6,1.4,-3.5,-6.79,-6.79,9.98,9.07,10.5,11.14,7.28,True,SK027
1040,2025-12-17,,Mixed,TRAINING,COL,6,VARGAS Laura,1,OK,5.85,16.09,25.38,36.12,47.68,55.55,118.16,ATH-0926CF11,3.1,61.9,935.6,1.4,-3.5,-6.79,-6.79,10.24,9.29,10.74,11.56,7.87,True,SK031
1041,2025-12-17,,Mixed,TRAINING,COL,6,VARGAS Laura,2,OK,5.82,16.15,25.59,36.46,47.99,55.44,118.99,ATH-0926CF11,3.1,61.9,935.6,1.4,-3.5,-6.79,-6.79,10.33,9.44,10.87,11.53,7.45,True,SK031
1044,2025-12-17,,Mixed,TRAINING,CHN,8,ZHU Yangqi,1,OK,5.31,15.18,24.3,34.93,46.25,53.52,121.65,ATH-51778208,3.1,61.9,935.6,1.4,-3.5,-6.79,-6.79,9.87,9.12,10.63,11.32,7.27,True,SK019
1045,2025-12-17,,Mixed,TRAINING,CHN,8,ZHU Yangqi,2,OK,5.3,15.21,24.45,35.36,46.97,54.46,118.01,ATH-51778208,3.1,61.9,935.6,1.4,-3.5,-6.79,-6.79,9.91,9.24,10.91,11.61,7.49,True,SK019
1048,2025-12-17,,Mixed,TRAINING,MLT,10,GALEA Shannon,1,OK,5.75,15.98,25.29,36.24,48.03,55.83,114.36,ATH-4C32621F,3.1,61.9,935.6,1.4,-3.5,-6.79,-6.79,10.23,9.31,10.95,11.79,7.8,True,SK033
1049,2025-12-17,,Mixed,TRAINING,MLT,10,GALEA Shannon,2,DNS,,,,,,,,ATH-4C32621F,1.7,73.1,929,3.3,-2.6,-2.3,,,,,,,False,SK033
1050,2025-12-17,,Mixed,TRAINING,PUR,11,DELKA Kellie,1,OK,5.33,15.28,24.65,35.6,47.26,54.87,117.78,ATH-DAD23CF0,3.1,61.9,935.6,1.4,-3.5,-6.79,-6.79,9.95,9.37,10.95,11.66,7.61,True,SK022
1051,2025-12-17,,Mixed,TRAINING,PUR,11,DELKA Kellie,2,OK,5.38,15.28,24.42,35.16,46.78,54.36,116.74,ATH-DAD23CF0,3.1,61.9,935.6,1.4,-3.5,-6.79,-6.79,9.9,9.14,10.74,11.62,7.58,True,SK022
1052,2025-12-17,,Mixed,TRAINING,FIN,12,RUSSWURM Hannah,1,OK,5.72,15.95,25.44,36.7,48.71,56.73,113.59,ATH-64E845EE,3.1,61.9,935.6,1.4,-3.5,-6.79,-6.79,10.23,9.49,11.26,12.01,8.02,True,SK034
1053,2025-12-17,,Mixed,TRAINING,FIN,12,RUSSWURM Hannah,2,DNS,,,,,,,,ATH-64E845EE,1.7,73.1,929,3.3,-2.6,-2.3,,,,,,,False,SK034
1058,2025-12-17,,Mixed,TRAINING,KOR,15,CHUNG Yeeun,1,OK,5.77,15.89,25.1,35.74,47.2,54.55,119.61,ATH-8A0E894D,3.1,61.9,935.6,1.4,-3.5,-6.79,-6.79,10.12,9.21,10.64,11.46,7.35,True,SK030
1059,2025-12-17,,Mixed,TRAINING,KOR,15,CHUNG Yeeun,2,OK,5.73,15.8,24.99,35.75,47.56,55.19,116.23,ATH-8A0E894D,3.1,61.9,935.6,1.4,-3.5,-6.79,-6.79,10.07,9.19,10.76,11.81,7.63,True,SK030
