id,date,session,gender,format,nat,start_no,name,run,status,start_time,int1,int2,int3,int4,finish,speed,athlete_id,air_temp,humidity_pct,pressure_hpa,wind_speed_ms,dewpoint_c,ice_temp_est,temp_avg,seg1,seg2,seg3,seg4,seg5,is_normal,display_code
1060,2025-12-17,,Mixed,TRAINING,ESP,16,TORRES QUEVEDO Ana,1,OK,5.81,15.95,25.26,36.11,47.64,55.19,117.33,,3.1,61.9,935.6,1.4,-3.5,-6.79,-6.79,10.14,9.31,10.85,11.53,7.55,True,
1061,2025-12-17,,Mixed,TRAINING,ESP,16,TORRES QUEVEDO Ana,2,DNS,,,,,,,,,1.7,73.1,929,3.3,-2.6,-2.3,,,,,,,False,
1064,2025-12-17,,Mixed,TRAINING,POL,18,JAKOBCZYK Marta,1,OK,5.53,15.56,24.81,35.63,47.3,54.86,117.63,ATH-5FC3062E,3.1,61.9,935.6,1.4,-3.5,-6.79,-6.79,10.03,9.25,10.82,11.67,7.56,True,SK023
1065,2025-12-17,,Mixed,TRAINING,POL,18,JAKOBCZYK Marta,2,OK,5.55,15.55,24.82,35.68,47.29,54.8,118.08,ATH-5FC3062E,3.1,61.9,935.6,1.4,-3.5,-6.79,-6.79,10,9.27,10.86,11.61,7.51,True,SK023
1066,2025-12-17,,Mixed,TRAINING,KOR,19,KIM Minji,1,OK,5.74,15.93,25.29,36.02,47.48,54.79,119.68,ATH-075364AA,3.1,61.9,935.6,1.4,-3.5,-6.79,-6.79,10.19,9.36,10.73,11.46,7.31,True,SK028
1067,2025-12-17,,Mixed,TRAINING,KOR,19,KIM Minji,2,OK,5.8,15.92,25.13,35.75,47.42,54.97,117.03,ATH-075364AA,3.1,61.9,935.6,1.4,-3.5,-6.79,-6.79,10.12,9.21,10.62,11.67,7.55,True,SK028
1070,2025-12-17,,Mixed,TRAINING,KOR,21,PARK Yewoon,1,DNS,,,,,,,,,1.7,73.1,929,3.3,-2.6,-2.3,,,,,,,False,
1071,2025-12-17,,Mixed,TRAINING,KOR,21,PARK Yewoon,2,DNS,,,,,,,,,1.7,73.1,929,3.3,-2.6,-2.3,,,,,,,False,
1077,2025-12-03,,Mixed,TRAINING,,1,KAWANO Hayato,1,OK,6.8,7.12,16.39,25.54,29.86,51.38,104.18,ATH-DE295AEB,-9,34.3,924.1,9.6,-21.9,-13,,0.32,9.27,9.15,4.32,21.52,False,SK012
1078,2025-12-03,,Mixed,TRAINING,,1,KAWANO Hayato,2,OK,6.86,7.18,16.5,25.7,30.02,51.7,107.39,ATH-DE295AEB,-9,34.3,924.1,9.6,-21.9,-13,,0.32,9.32,9.2,4.32,21.68,False,SK012
1079,2025-12-03,,Mixed,TRAINING,,1,KAWANO Hayato,3,OK,6.8,7.12,16.39,25.56,29.88,51.12,105.91,ATH-DE295AEB,-9,34.3,924.1,9.6,-21.9,-13,,0.32,9.27,9.17,4.32,21.24,False,SK012
1080,2025-12-03,,Mixed,TRAINING,,2,NAGAO Taido,1,OK,6.98,7.3,16.67,25.88,30.19,52.37,104.95,ATH-80A2ED01,-9,34.3,924.1,9.6,-21.9,-13,,0.32,9.37,9.21,4.31,22.18,False,SK007
1081,2025-12-03,,Mixed,TRAINING,,2,NAGAO Taido,2,OK,6.85,7.17,16.48,25.64,29.95,51.2,109.42,ATH-80A2ED01,-9,34.3,924.1,9.6,-21.9,-13,,0.32,9.31,9.16,4.31,21.25,False,SK007
1082,2025-12-03,,Mixed,TRAINING,,2,NAGAO Taido,3,OK,6.77,7.09,16.32,25.44,29.73,50.62,110.33,ATH-80A2ED01,-9,34.3,924.1,9.6,-21.9,-13,,0.32,9.23,9.12,4.29,20.89,False,SK007
1083,2025-12-03,,Mixed,TRAINING,,3,GALEA Shannon,1,OK,6.94,7.27,16.67,26.05,30.49,52.59,104.95,ATH-4C32621F,-9,34.3,924.1,9.6,-21.9,-13,,0.33,9.4,9.38,4.44,22.1,False,SK033
1084,2025-12-03,,Mixed,TRAINING,,3,GALEA Shannon,2,OK,7.35,7.68,17.3,26.64,31.06,53.18,105.49,ATH-4C32621F,-9,34.3,924.1,9.6,-21.9,-13,,0.33,9.62,9.34,4.42,22.12,False,SK033
1085,2025-12-03,,Mixed,TRAINING,,3,GALEA Shannon,3,OK,10.5,21.55,31.04,42.41,54.94,63.45,106.28,ATH-4C32621F,-9,34.3,924.1,9.6,-21.9,-13,,11.05,9.49,11.37,12.53,8.51,False,SK033
1086,2025-12-03,,Mixed,TRAINING,,1,TIMMINGS Nicholas,1,DNS,,,,,,,,ATH-E141DBED,-9,34.3,924.1,9.6,-21.9,-13,,,,,,,False,SK005
1087,2025-12-03,,Mixed,TRAINING,,1,TIMMINGS Nicholas,2,DNS,,,,,,,,ATH-E141DBED,-9,34.3,924.1,9.6,-21.9,-13,,,,,,,False,SK005
1088,2025-12-03,,Mixed,TRAINING,,1,TIMMINGS Nicholas,3,DNS,,,,,,,,ATH-E141DBED,-9,34.3,924.1,9.6,-21.9,-13,,,,,,,False,SK005
1095,2025-12-03,,Mixed,TRAINING,,4,FRIMPONG Akwasi,1,DNS,,,,,,,,ATH-60AB5B2A,-9,34.3,924.1,9.6,-21.9,-13,,,,,,,False,SK017
1096,2025-12-03,,Mixed,TRAINING,,4,FRIMPONG Akwasi,2,OK,6.03,16.26,25.53,36.36,48.18,55.99,115.5,ATH-60AB5B2A,-9,34.3,924.1,9.6,-21.9,-13,,10.23,9.27,10.83,11.82,7.81,True,SK017
1097,2025-12-03,,Mixed,TRAINING,,4,FRIMPONG Akwasi,3,OK,6.04,16.29,25.59,36.43,48.12,55.86,116.59,ATH-60AB5B2A,-9,34.3,924.1,9.6,-21.9,-13,,10.25,9.3,10.84,11.69,7.74,True,SK017
1101,2025-12-03,,Mixed,TRAINING,,6,BAUER Jeff,1,OK,7.09,17.67,27.26,38.77,51.52,60.02,107.45,ATH-0038E3B0,-9,34.3,924.1,9.6,-21.9,-13,,10.58,9.59,11.51,12.75,8.5,False,SK025
1102,2025-12-03,,Mixed,TRAINING,,6,BAUER Jeff,2,OK,6.89,17.49,27.12,38.26,51.43,61.32,94.89,ATH-0038E3B0,-9,34.3,924.1,9.6,-21.9,-13,,10.6,9.63,11.14,13.17,9.89,False,SK025
1103,2025-12-03,,Mixed,TRAINING,,6,BAUER Jeff,3,DNS,,,,,,,,ATH-0038E3B0,-9,34.3,924.1,9.6,-21.9,-13,,,,,,,False,SK025
1107,2025-12-03,,Mixed,TRAINING,,8,LEE Kevin Heng,1,OK,6.06,16.48,26.03,37.17,49.04,56.89,113.24,ATH-5145BD3C,-9,34.3,924.1,9.6,-21.9,-13,,10.42,9.55,11.14,11.87,7.85,True,SK021
1108,2025-12-03,,Mixed,TRAINING,,8,LEE Kevin Heng,2,OK,5.75,15.93,25.3,36.24,48.08,55.94,113.31,ATH-5145BD3C,-9,34.3,924.1,9.6,-21.9,-13,,10.18,9.37,10.94,11.84,7.86,True,SK021
1109,2025-12-03,,Mixed,TRAINING,,8,LEE Kevin Heng,3,OK,5.44,15.5,24.82,35.71,47.43,55.11,115.5,ATH-5145BD3C,-6.2,31.3,932.4,2.5,-21.9,-9.98,-9.98,10.06,9.32,10.89,11.72,7.68,True,SK021
1110,2025-12-03,,Mixed,TRAINING,,9,PENG Lin-Wei,1,OK,5.5,15.7,25.25,36.31,47.92,55.64,114.71,ATH-0A5C0017,-6.2,31.3,932.4,2.5,-21.9,-9.98,-9.98,10.2,9.55,11.06,11.61,7.72,True,SK018
1111,2025-12-03,,Mixed,TRAINING,,9,PENG Lin-Wei,2,OK,5.6,15.63,24.81,35.5,47.41,55.07,115.93,ATH-0A5C0017,-9,34.3,924.1,9.6,-21.9,-13,,10.03,9.18,10.69,11.91,7.66,True,SK018
1112,2025-12-03,,Mixed,TRAINING,,9,PENG Lin-Wei,3,OK,5.5,15.52,24.8,35.55,47.43,55.16,115.79,ATH-0A5C0017,-6.2,31.3,932.4,2.5,-21.9,-9.98,-9.98,10.02,9.28,10.75,11.88,7.73,True,SK018
1116,2025-12-03,,Mixed,TRAINING,,11,UHLAENDER Katie,1,OK,5.91,16.05,25.21,35.91,47.55,55.11,117.63,ATH-5BF779CF,-6.2,31.3,932.4,2.5,-21.9,-9.98,-9.98,10.14,9.16,10.7,11.64,7.56,True,SK014
1117,2025-12-03,,Mixed,TRAINING,,11,UHLAENDER Katie,2,OK,6.01,16.19,25.38,36.05,47.69,55.23,118.01,ATH-5BF779CF,-6.2,31.3,932.4,2.5,-21.9,-9.98,-9.98,10.18,9.19,10.67,11.64,7.54,True,SK014
1118,2025-12-03,,Mixed,TRAINING,,11,UHLAENDER Katie,3,DNS,,,,,,,,ATH-5BF779CF,-9,34.3,924.1,9.6,-21.9,-13,,,,,,,False,SK014
1125,2025-12-04,,Mixed,TRAINING,,5,PENG Lin-Wei,1,OK,5.39,15.28,24.42,35.15,46.86,54.7,111.13,ATH-0A5C0017,-5,26.6,928.8,5.1,-21.5,-9,,9.89,9.14,10.73,11.71,7.84,True,SK018
1126,2025-12-04,,Mixed,TRAINING,,5,PENG Lin-Wei,2,OK,5.33,15.22,24.41,35.08,46.82,54.54,116.67,ATH-0A5C0017,-3.6,25.4,935.8,2.1,-21.5,-10.89,-10.89,9.89,9.19,10.67,11.74,7.72,True,SK018
1127,2025-12-04,,Mixed,TRAINING,,5,PENG Lin-Wei,3,OK,5.48,15.43,24.64,35.33,47.0,54.66,117.56,ATH-0A5C0017,-3.6,25.4,935.8,2.1,-21.5,-10.89,-10.89,9.95,9.21,10.69,11.67,7.66,True,SK018
1128,2025-12-04,,Mixed,TRAINING,,4,LEE Kevin Heng,1,OK,5.22,15.22,24.49,35.29,46.86,54.53,115.07,ATH-5145BD3C,-3.6,25.4,935.8,2.1,-21.5,-10.89,-10.89,10,9.27,10.8,11.57,7.67,True,SK021
1129,2025-12-04,,Mixed,TRAINING,,4,LEE Kevin Heng,2,OK,5.23,15.15,24.33,35.42,47.39,55.28,112.34,ATH-5145BD3C,-3.6,25.4,935.8,2.1,-21.5,-10.89,-10.89,9.92,9.18,11.09,11.97,7.89,True,SK021
1130,2025-12-04,,Mixed,TRAINING,,4,LEE Kevin Heng,3,OK,5.21,15.05,24.25,35.16,46.86,54.59,115.72,ATH-5145BD3C,-3.6,25.4,935.8,2.1,-21.5,-10.89,-10.89,9.84,9.2,10.91,11.7,7.73,True,SK021
1131,2025-12-04,,Mixed,TRAINING,,9,GALEA Shannon,1,OK,6.73,17.22,26.58,37.7,49.78,57.8,112.55,ATH-4C32621F,-5,26.6,928.8,5.1,-21.5,-9,,10.49,9.36,11.12,12.08,8.02,True,SK033
1132,2025-12-04,,Mixed,TRAINING,,9,GALEA Shannon,2,OK,6.03,16.22,25.51,36.46,48.4,56.28,113.94,ATH-4C32621F,-3.6,25.4,935.8,2.1,-21.5,-10.89,-10.89,10.19,9.29,10.95,11.94,7.88,True,SK033
1133,2025-12-04,,Mixed,TRAINING,,9,GALEA Shannon,3,OK,5.85,16.0,25.24,36.27,48.42,56.4,113.1,ATH-4C32621F,-3.6,25.4,935.8,2.1,-21.5,-10.89,-10.89,10.15,9.24,11.03,12.15,7.98,True,SK033
1137,2025-12-04,,Mixed,TRAINING,,10,FRIMPONG Akwasi,1,OK,5.21,15.0,24.1,34.76,46.45,54.21,116.52,ATH-60AB5B2A,-3.6,25.4,935.8,2.1,-21.5,-10.89,-10.89,9.79,9.1,10.66,11.69,7.76,True,SK017
1138,2025-12-04,,Mixed,TRAINING,,10,FRIMPONG Akwasi,2,OK,5.29,15.14,24.24,35.07,46.79,54.58,115.28,ATH-60AB5B2A,-3.6,25.4,935.8,2.1,-21.5,-10.89,-10.89,9.85,9.1,10.83,11.72,7.79,True,SK017
1139,2025-12-04,,Mixed,TRAINING,,10,FRIMPONG Akwasi,3,OK,5.35,15.24,24.35,34.97,46.37,53.83,118.99,ATH-60AB5B2A,-3.6,25.4,935.8,2.1,-21.5,-10.89,-10.89,9.89,9.11,10.62,11.4,7.46,True,SK017
1140,2025-12-04,,Mixed,TRAINING,,6,NAGAO Taido,1,OK,6.41,16.63,25.84,36.58,48.07,55.73,119.68,ATH-80A2ED01,-5,26.6,928.8,5.1,-21.5,-9,,10.22,9.21,10.74,11.49,7.66,True,SK007
1141,2025-12-04,,Mixed,TRAINING,,6,NAGAO Taido,2,OK,5.93,16.01,25.23,35.97,47.5,55.14,118.92,ATH-80A2ED01,-5,26.6,928.8,5.1,-21.5,-9,,10.08,9.22,10.74,11.53,7.64,True,SK007
1142,2025-12-04,,Mixed,TRAINING,,6,NAGAO Taido,3,OK,5.99,16.1,25.24,35.81,47.2,54.65,115.21,ATH-80A2ED01,-5,26.6,928.8,5.1,-21.5,-9,,10.11,9.14,10.57,11.39,7.45,True,SK007
1143,2025-12-04,,Mixed,TRAINING,,15,KAWANO Hayato,1,OK,7.13,7.46,16.77,25.91,30.17,51.16,109.75,ATH-DE295AEB,-5,26.6,928.8,5.1,-21.5,-9,,0.33,9.31,9.14,4.26,20.99,False,SK012
1144,2025-12-04,,Mixed,TRAINING,,15,KAWANO Hayato,2,OK,7.23,7.56,16.9,26.06,30.32,51.67,104.36,ATH-DE295AEB,-5,26.6,928.8,5.1,-21.5,-9,,0.33,9.34,9.16,4.26,21.35,False,SK012
1145,2025-12-04,,Mixed,TRAINING,,15,KAWANO Hayato,3,OK,6.44,16.69,25.85,36.51,48.05,55.58,114.57,ATH-DE295AEB,-5,26.6,928.8,5.1,-21.5,-9,,10.25,9.16,10.66,11.54,7.53,True,SK012
1146,2025-12-04,,Mixed,TRAINING,,13,RODRIGUEZ Adrian,1,OK,5.45,15.45,24.84,36.07,48.23,56.29,112.41,,-5,26.6,928.8,5.1,-21.5,-9,,10,9.39,11.23,12.16,8.06,True,
1148,2025-12-04,,Mixed,TRAINING,,13,RODRIGUEZ Adrian,3,OK,5.42,15.4,24.92,36.09,48.11,56.08,113.59,,-5,26.6,928.8,5.1,-21.5,-9,,9.98,9.52,11.17,12.02,7.97,True,
1152,2025-12-04,,Mixed,TRAINING,JPN,7,TAKAHASHI Hiroatsu,1,OK,5.36,15.23,24.37,34.98,46.41,53.8,120.54,ATH-830BBF37,-3.6,25.4,935.8,2.1,-21.5,-10.89,-10.89,9.87,9.14,10.61,11.43,7.39,True,SK010
1153,2025-12-04,,Mixed,TRAINING,JPN,7,TAKAHASHI Hiroatsu,2,OK,5.38,15.27,24.39,34.98,46.22,53.56,120.62,ATH-830BBF37,-3.6,25.4,935.8,2.1,-21.5,-10.89,-10.89,9.89,9.12,10.59,11.24,7.34,True,SK010
1154,2025-12-04,,Mixed,TRAINING,JPN,7,TAKAHASHI Hiroatsu,3,DNS,,,,,,,,ATH-830BBF37,-5,26.6,928.8,5.1,-21.5,-9,,,,,,,False,SK010
1155,2025-12-04,,Mixed,TRAINING,,8,UHLAENDER Katie,1,OK,5.72,15.76,24.9,35.53,46.88,54.23,120.7,ATH-5BF779CF,-3.6,25.4,935.8,2.1,-21.5,-10.89,-10.89,10.04,9.14,10.63,11.35,7.35,True,SK014
1156,2025-12-04,,Mixed,TRAINING,,8,UHLAENDER Katie,2,DNS,,,,,,,,ATH-5BF779CF,-5,26.6,928.8,5.1,-21.5,-9,,,,,,,False,SK014
1157,2025-12-04,,Mixed,TRAINING,,8,UHLAENDER Katie,3,DNS,,,,,,,,ATH-5BF779CF,-5,26.6,928.8,5.1,-21.5,-9,,,,,,,False,SK014
1164,2025-12-04,,Mixed,TRAINING,,14,TORRES QUEVEDO Ana,1,OK,6.65,17.15,26.61,38.01,50.86,59.46,106.22,,-5,26.6,928.8,5.1,-21.5,-9,,10.5,9.46,11.4,12.85,8.6,False,
1165,2025-12-04,,Mixed,TRAINING,,14,TORRES QUEVEDO Ana,2,OK,6.86,17.44,27.11,38.54,51.24,59.76,106.52,,-5,26.6,928.8,5.1,-21.5,-9,,10.58,9.67,11.43,12.7,8.52,False,
1166,2025-12-04,,Mixed,TRAINING,,14,TORRES QUEVEDO Ana,3,DNS,,,,,,,,,-5,26.6,928.8,5.1,-21.5,-9,,,,,,,False,
1176,2025-12-05,,Mixed,TRAINING,,1,TIMMINGS Nicholas,1,OK,5.28,15.09,24.16,34.87,46.27,53.58,120.78,ATH-E141DBED,-2.7,29.5,937.4,1.8,-14.5,-8.76,-8.76,9.81,9.07,10.71,11.4,7.31,True,SK005
1177,2025-12-05,,Mixed,TRAINING,,1,TIMMINGS Nicholas,2,OK,5.36,15.2,24.26,34.9,46.73,54.36,116.15,ATH-E141DBED,-2.7,29.5,937.4,1.8,-14.5,-8.76,-8.76,9.84,9.06,10.64,11.83,7.63,True,SK005
1178,2025-12-05,,Mixed,TRAINING,,1,TIMMINGS Nicholas,3,DNS,,,,,,,,ATH-E141DBED,-4.4,46.8,930.7,5.6,-14.5,-8.4,,,,,,,False,SK005
1182,2025-12-05,,Mixed,TRAINING,,4,BAUER Jeff,1,OK,6.07,16.34,25.85,36.88,48.86,56.67,115.43,ATH-0038E3B0,-4.4,46.8,930.7,5.6,-14.5,-8.4,,10.27,9.51,11.03,11.98,7.81,True,SK025
1183,2025-12-05,,Mixed,TRAINING,,4,BAUER Jeff,2,OK,6.15,16.4,25.92,37.06,49.11,57.0,113.73,ATH-0038E3B0,-4.4,46.8,930.7,5.6,-14.5,-8.4,,10.25,9.52,11.14,12.05,7.89,True,SK025
1184,2025-12-05,,Mixed,TRAINING,,4,BAUER Jeff,3,DNS,,,,,,,,ATH-0038E3B0,-4.4,46.8,930.7,5.6,-14.5,-8.4,,,,,,,False,SK025
1185,2025-12-05,,Mixed,TRAINING,,5,LEE Kevin Heng,1,OK,5.25,15.14,24.42,35.41,47.15,54.96,113.24,ATH-5145BD3C,-2.7,29.5,937.4,1.8,-14.5,-8.76,-8.76,9.89,9.28,10.99,11.74,7.81,True,SK021
1186,2025-12-05,,Mixed,TRAINING,,5,LEE Kevin Heng,2,OK,5.15,14.94,24.08,34.93,46.67,54.33,113.94,ATH-5145BD3C,-2.7,29.5,937.4,1.8,-14.5,-8.76,-8.76,9.79,9.14,10.85,11.74,7.66,True,SK021
1187,2025-12-05,,Mixed,TRAINING,,5,LEE Kevin Heng,3,DNS,,,,,,,,ATH-5145BD3C,-4.4,46.8,930.7,5.6,-14.5,-8.4,,,,,,,False,SK021
1188,2025-12-05,,Mixed,TRAINING,,6,PENG Lin-Wei,1,OK,5.39,15.28,24.47,35.22,47.3,55.32,112.62,ATH-0A5C0017,-2.7,29.5,937.4,1.8,-14.5,-8.76,-8.76,9.89,9.19,10.75,12.08,8.02,True,SK018
1189,2025-12-05,,Mixed,TRAINING,,6,PENG Lin-Wei,2,OK,5.46,15.43,24.8,35.85,48.34,56.72,109.1,ATH-0A5C0017,-2.7,29.5,937.4,1.8,-14.5,-8.76,-8.76,9.97,9.37,11.05,12.49,8.38,True,SK018
1190,2025-12-05,,Mixed,TRAINING,,6,PENG Lin-Wei,3,DNS,,,,,,,,ATH-0A5C0017,-4.4,46.8,930.7,5.6,-14.5,-8.4,,,,,,,False,SK018
1191,2025-12-05,,Mixed,TRAINING,JPN,9,TAKAHASHI Hiroatsu,1,OK,5.13,14.88,23.97,34.74,46.49,54.22,116.74,ATH-830BBF37,-2.7,29.5,937.4,1.8,-14.5,-8.76,-8.76,9.75,9.09,10.77,11.75,7.73,True,SK010
1192,2025-12-05,,Mixed,TRAINING,JPN,9,TAKAHASHI Hiroatsu,2,OK,5.28,15.08,24.21,34.85,46.44,53.95,117.93,ATH-830BBF37,-2.7,29.5,937.4,1.8,-14.5,-8.76,-8.76,9.8,9.13,10.64,11.59,7.51,True,SK010
1193,2025-12-05,,Mixed,TRAINING,JPN,9,TAKAHASHI Hiroatsu,3,DNS,,,,,,,,ATH-830BBF37,-4.4,46.8,930.7,5.6,-14.5,-8.4,,,,,,,False,SK010
1194,2025-12-05,,Mixed,TRAINING,,10,GALEA Shannon,1,OK,5.7,16.03,25.41,36.51,48.81,57.22,105.25,ATH-4C32621F,-4.4,46.8,930.7,5.6,-14.5,-8.4,,10.33,9.38,11.1,12.3,8.41,True,SK033
1195,2025-12-05,,Mixed,TRAINING,,10,GALEA Shannon,2,OK,5.77,15.88,25.09,36.23,48.21,56.12,113.87,ATH-4C32621F,-2.7,29.5,937.4,1.8,-14.5,-8.76,-8.76,10.11,9.21,11.14,11.98,7.91,True,SK033
1196,2025-12-05,,Mixed,TRAINING,,10,GALEA Shannon,3,OK,5.72,15.92,25.16,36.37,49.53,58.58,101.95,ATH-4C32621F,-4.4,46.8,930.7,5.6,-14.5,-8.4,,10.2,9.24,11.21,13.16,9.05,True,SK033
1200,2025-12-05,,Mixed,TRAINING,,7,NAGAO Taido,1,OK,5.39,15.24,24.27,34.77,46.29,53.76,118.16,ATH-80A2ED01,-2.7,29.5,937.4,1.8,-14.5,-8.76,-8.76,9.85,9.03,10.5,11.52,7.47,True,SK007
1201,2025-12-05,,Mixed,TRAINING,,7,NAGAO Taido,2,OK,5.4,15.27,24.36,34.91,46.25,53.68,114.78,ATH-80A2ED01,-2.7,29.5,937.4,1.8,-14.5,-8.76,-8.76,9.87,9.09,10.55,11.34,7.43,True,SK007
1202,2025-12-05,,Mixed,TRAINING,,7,NAGAO Taido,3,OK,5.35,15.25,24.35,34.97,46.34,53.64,119.3,ATH-80A2ED01,-2.7,29.5,937.4,1.8,-14.5,-8.76,-8.76,9.9,9.1,10.62,11.37,7.3,True,SK007
1203,2025-12-05,,Mixed,TRAINING,,8,KAWANO Hayato,1,OK,5.67,15.67,24.85,35.79,47.61,55.4,111.6,ATH-DE295AEB,-4.4,46.8,930.7,5.6,-14.5,-8.4,,10,9.18,10.94,11.82,7.79,True,SK012
1204,2025-12-05,,Mixed,TRAINING,,8,KAWANO Hayato,2,OK,5.5,15.42,24.52,35.23,46.79,54.44,114.01,ATH-DE295AEB,-4.4,46.8,930.7,5.6,-14.5,-8.4,,9.92,9.1,10.71,11.56,7.65,True,SK012
1205,2025-12-05,,Mixed,TRAINING,,8,KAWANO Hayato,3,OK,5.54,15.52,24.66,35.52,47.21,54.87,114.22,ATH-DE295AEB,-4.4,46.8,930.7,5.6,-14.5,-8.4,,9.98,9.14,10.86,11.69,7.66,True,SK012
1206,2025-12-05,,Mixed,TRAINING,,11,FRIMPONG Akwasi,1,OK,5.24,15.05,24.16,34.81,46.37,53.93,117.48,ATH-60AB5B2A,-2.7,29.5,937.4,1.8,-14.5,-8.76,-8.76,9.81,9.11,10.65,11.56,7.56,True,SK017
1207,2025-12-05,,Mixed,TRAINING,,11,FRIMPONG Akwasi,2,OK,5.21,15.02,24.12,35.01,47.06,55.13,112.0,ATH-60AB5B2A,-4.4,46.8,930.7,5.6,-14.5,-8.4,,9.81,9.1,10.89,12.05,8.07,True,SK017
1208,2025-12-05,,Mixed,TRAINING,,11,FRIMPONG Akwasi,3,OK,5.32,15.21,24.33,34.97,46.55,54.14,118.31,ATH-60AB5B2A,-2.7,29.5,937.4,1.8,-14.5,-8.76,-8.76,9.89,9.12,10.64,11.58,7.59,True,SK017
1209,2025-12-05,,Mixed,TRAINING,,16,RODRIGUEZ Adrian,1,OK,5.2,15.01,24.21,34.89,46.37,53.9,118.92,,-2.7,29.5,937.4,1.8,-14.5,-8.76,-8.76,9.81,9.2,10.68,11.48,7.53,True,
1210,2025-12-05,,Mixed,TRAINING,,16,RODRIGUEZ Adrian,2,OK,5.16,14.97,24.06,35.12,47.67,55.73,110.86,,-4.4,46.8,930.7,5.6,-14.5,-8.4,,9.81,9.09,11.06,12.55,8.06,True,
1211,2025-12-05,,Mixed,TRAINING,,16,RODRIGUEZ Adrian,3,OK,5.23,15.03,24.19,34.99,46.63,54.33,116.59,,-2.7,29.5,937.4,1.8,-14.5,-8.76,-8.76,9.8,9.16,10.8,11.64,7.7,True,
1229,2025-12-06,,Mixed,TRAINING,,1,TIMMINGS Nicholas,1,OK,5.3,15.13,24.25,35.04,46.68,54.12,118.84,ATH-E141DBED,1.9,61.1,934.1,1.7,-4.6,-7.15,-7.15,9.83,9.12,10.79,11.64,7.44,True,SK005
1230,2025-12-06,,Mixed,TRAINING,,1,TIMMINGS Nicholas,2,OK,5.3,15.12,24.19,34.79,46.25,53.69,115.93,ATH-E141DBED,1.9,61.1,934.1,1.7,-4.6,-7.15,-7.15,9.82,9.07,10.6,11.46,7.44,True,SK005
1231,2025-12-06,,Mixed,TRAINING,,1,TIMMINGS Nicholas,3,DNS,,,,,,,,ATH-E141DBED,1.2,72.5,926.3,6.2,-3.3,-2.8,,,,,,,False,SK005
1241,2025-12-06,,Mixed,TRAINING,,5,BAUER Jeff,1,OK,6.1,16.33,25.73,36.63,48.21,55.77,117.63,ATH-0038E3B0,1.2,72.5,926.3,6.2,-3.3,-2.8,,10.23,9.4,10.9,11.58,7.56,True,SK025
1242,2025-12-06,,Mixed,TRAINING,,5,BAUER Jeff,2,OK,6.02,16.26,25.65,36.64,48.55,56.39,114.78,ATH-0038E3B0,1.2,72.5,926.3,6.2,-3.3,-2.8,,10.24,9.39,10.99,11.91,7.84,True,SK025
1243,2025-12-06,,Mixed,TRAINING,,5,BAUER Jeff,3,DNS,,,,,,,,ATH-0038E3B0,1.2,72.5,926.3,6.2,-3.3,-2.8,,,,,,,False,SK025
1244,2025-12-06,,Mixed,TRAINING,,6,LEE Kevin Heng,1,OK,5.15,14.95,24.1,34.97,46.87,54.82,114.78,ATH-5145BD3C,1.9,61.1,934.1,1.7,-4.6,-7.15,-7.15,9.8,9.15,10.87,11.9,7.95,True,SK021
1245,2025-12-06,,Mixed,TRAINING,,6,LEE Kevin Heng,2,OK,5.18,15.01,24.18,35.03,46.85,54.65,114.43,ATH-5145BD3C,1.9,61.1,934.1,1.7,-4.6,-7.15,-7.15,9.83,9.17,10.85,11.82,7.8,True,SK021
1246,2025-12-06,,Mixed,TRAINING,,6,LEE Kevin Heng,3,DNS,,,,,,,,ATH-5145BD3C,1.2,72.5,926.3,6.2,-3.3,-2.8,,,,,,,False,SK021
1247,2025-12-06,,Mixed,TRAINING,,7,PENG Lin-Wei,1,OK,5.24,15.07,24.31,35.24,47.04,54.7,115.93,ATH-0A5C0017,1.9,61.1,934.1,1.7,-4.6,-7.15,-7.15,9.83,9.24,10.93,11.8,7.66,True,SK018
1248,2025-12-06,,Mixed,TRAINING,,7,PENG Lin-Wei,2,OK,5.23,15.06,24.22,34.94,46.75,54.49,116.15,ATH-0A5C0017,1.9,61.1,934.1,1.7,-4.6,-7.15,-7.15,9.83,9.16,10.72,11.81,7.74,True,SK018
1249,2025-12-06,,Mixed,TRAINING,,7,PENG Lin-Wei,3,DNS,,,,,,,,ATH-0A5C0017,1.2,72.5,926.3,6.2,-3.3,-2.8,,,,,,,False,SK018
1250,2025-12-06,,Mixed,TRAINING,,8,KAWANO Hayato,1,OK,5.44,15.35,24.5,35.2,46.81,54.46,114.01,ATH-DE295AEB,1.9,61.1,934.1,1.7,-4.6,-7.15,-7.15,9.91,9.15,10.7,11.61,7.65,True,SK012
1251,2025-12-06,,Mixed,TRAINING,,8,KAWANO Hayato,2,OK,5.38,15.27,24.4,35.22,46.97,54.64,116.52,ATH-DE295AEB,1.9,61.1,934.1,1.7,-4.6,-7.15,-7.15,9.89,9.13,10.82,11.75,7.67,True,SK012
1252,2025-12-06,,Mixed,TRAINING,,8,KAWANO Hayato,3,DNS,,,,,,,,ATH-DE295AEB,1.2,72.5,926.3,6.2,-3.3,-2.8,,,,,,,False,SK012
1253,2025-12-06,,Mixed,TRAINING,,9,UHLAENDER Katie,1,OK,5.57,15.53,24.63,35.23,46.48,53.75,121.09,ATH-5BF779CF,1.9,61.1,934.1,1.7,-4.6,-7.15,-7.15,9.96,9.1,10.6,11.25,7.27,True,SK014
